2,48,18,82,0,63,84,45,8,13,47,34,72,57,67,80,73,29,53,96,23,79,24,97,22,25,3,16,92,46,75,14,65,98,89,26,44,27,49,30,15,19,51,94,50,21,7,59,5,68,20,39,11,88,1,37,58,10,41,60,66,69,52,78,93,81,77,43,85,76,64,12,56,35,31,36,83,6,17,95,38,42,4,74,55,71,33,54,86,70,62,40,91,28,87,32,9,99,90,61,2.34311e+07
71,91,44,45,15,67,97,24,73,34,42,8,3,36,69,83,57,37,13,21,47,72,20,87,22,94,31,99,9,26,25,76,70,65,11,96,50,51,53,19,29,23,4,16,62,0,85,33,81,52,39,10,56,32,28,30,77,17,40,48,86,66,43,68,55,92,1,27,98,58,93,78,90,63,54,95,61,38,80,41,6,18,89,7,74,84,2,88,14,60,12,75,64,35,79,59,49,82,46,5,2.3376e+07
71,91,44,45,15,67,97,24,73,34,42,8,3,36,69,83,7,37,13,21,47,72,20,87,22,94,31,57,9,26,25,76,70,65,11,96,50,51,53,19,29,23,4,16,62,0,85,33,81,52,39,10,56,32,28,30,77,17,40,48,86,66,43,68,55,92,1,27,98,58,93,78,90,63,54,95,61,38,80,41,6,18,89,99,74,84,2,88,14,60,12,75,64,35,79,59,49,82,46,5,2.33469e+07
2,48,18,82,0,63,84,45,8,13,47,34,72,30,67,80,73,29,53,96,23,79,24,70,22,25,3,16,92,39,75,14,65,98,89,26,44,27,49,38,15,19,51,94,50,21,7,59,5,68,20,76,11,88,1,37,58,10,41,60,66,97,52,78,93,81,77,43,85,46,64,12,56,35,31,36,83,6,17,95,57,42,4,74,55,71,33,54,86,69,62,40,91,28,87,32,9,99,90,61,2.32761e+07
2,48,18,82,0,63,84,45,8,13,47,34,72,30,67,80,73,29,53,96,23,79,24,70,22,25,3,16,92,39,75,14,65,98,89,26,44,27,49,38,15,19,51,94,50,21,7,59,5,68,20,76,11,88,1,37,58,10,41,60,66,97,52,78,93,81,77,43,85,46,64,12,56,35,31,36,83,6,17,95,57,42,4,74,55,71,33,54,86,69,62,40,91,28,87,32,9,99,90,61,2.32761e+07
2,48,18,82,0,63,84,45,8,13,47,34,72,30,67,80,73,29,53,96,23,79,24,70,22,25,3,16,92,39,75,14,65,98,89,26,44,27,49,38,15,19,51,94,50,21,7,59,5,68,20,76,11,88,1,37,58,10,41,60,66,97,52,78,93,81,77,43,85,46,64,12,56,35,31,36,83,6,17,95,57,42,4,74,55,71,33,54,86,69,62,40,91,28,87,32,9,99,90,61,2.32761e+07
71,91,44,45,15,67,97,24,73,34,42,8,3,36,69,83,7,2,13,21,47,72,82,87,22,94,31,57,9,26,25,76,70,65,11,96,50,51,53,19,61,23,4,16,62,0,35,33,81,52,39,10,56,32,28,30,77,17,40,29,86,66,43,68,55,92,1,27,98,58,93,78,90,63,54,95,37,38,80,41,6,18,89,99,74,84,48,88,85,60,12,75,64,20,79,59,49,14,46,5,2.32505e+07
71,91,44,45,15,67,97,24,73,34,42,8,3,36,69,83,7,2,13,21,47,72,82,87,22,94,31,57,9,26,25,76,70,65,11,96,50,51,53,19,61,23,4,16,62,0,35,33,81,52,39,10,56,32,28,30,77,17,40,29,86,66,43,68,55,92,1,27,98,58,93,78,90,63,54,95,37,38,80,41,6,18,89,99,74,84,48,88,85,60,12,75,64,20,79,59,49,14,46,5,2.32505e+07
71,91,44,45,15,67,97,24,73,34,42,8,3,36,69,83,7,2,13,21,47,72,82,87,22,94,31,57,1,26,25,76,70,65,11,96,50,51,53,19,61,23,4,16,62,0,35,33,81,52,39,10,56,32,28,30,77,17,40,29,86,66,43,68,55,92,75,27,98,58,93,78,90,63,54,95,37,38,80,41,6,18,89,99,74,84,48,88,85,60,12,9,64,20,79,59,49,14,46,5,2.32242e+07
71,91,44,45,15,73,97,24,52,34,42,8,3,36,69,83,7,2,13,21,47,72,82,87,22,94,31,57,1,26,25,76,70,65,11,96,50,51,53,19,61,23,4,16,62,0,35,33,81,67,39,10,56,32,28,30,77,17,40,29,86,66,43,68,55,92,75,27,98,58,93,78,90,63,54,95,37,38,80,41,6,18,89,99,74,84,48,88,85,60,12,9,64,20,79,59,49,14,46,5,2.31697e+07
71,91,44,45,15,73,97,24,52,34,42,8,3,36,69,83,7,2,13,21,47,72,82,87,22,94,31,57,1,26,25,76,70,65,11,96,50,51,53,19,61,23,4,16,62,0,35,33,81,67,39,10,56,32,28,30,77,17,40,29,86,66,43,68,55,92,75,27,98,58,93,78,90,63,54,95,37,38,80,41,6,18,89,99,74,84,48,88,85,60,12,9,64,20,79,59,49,14,46,5,2.31697e+07
71,91,44,45,15,73,97,24,52,34,42,8,3,36,69,83,7,2,13,21,47,72,82,87,22,94,31,57,1,26,25,76,70,65,11,96,50,51,53,19,61,23,4,16,62,0,35,33,81,67,39,10,56,32,28,30,77,17,40,29,86,66,43,68,55,92,75,27,98,58,93,78,90,63,54,95,37,38,80,41,6,18,89,99,74,84,48,88,85,60,12,9,64,20,79,59,49,14,46,5,2.31697e+07
71,91,44,45,15,73,97,24,52,34,42,8,3,36,69,83,7,2,13,28,47,72,82,87,22,94,31,57,1,26,25,76,70,65,11,96,50,51,53,19,61,23,4,16,62,0,35,33,81,67,39,10,56,32,21,66,77,17,40,29,86,30,43,68,55,92,75,27,98,58,93,78,90,63,54,95,37,38,80,41,6,18,89,99,74,84,48,88,85,60,12,9,64,20,79,59,49,14,46,5,2.31194e+07
71,91,44,45,15,73,97,24,52,34,42,8,3,36,69,83,7,2,13,28,47,72,82,87,22,94,31,57,1,26,25,76,70,65,11,96,50,51,53,19,61,23,4,16,62,0,35,33,81,67,39,10,56,32,21,66,77,17,40,29,86,30,43,68,55,92,75,27,98,58,93,78,90,63,54,95,37,38,80,41,6,18,89,99,74,84,48,88,85,60,12,9,64,20,79,59,49,14,46,5,2.31194e+07
71,91,44,45,15,73,97,24,52,34,42,8,3,36,69,83,7,2,13,28,47,72,82,87,22,94,31,57,1,26,25,76,70,65,11,96,50,51,53,19,61,23,4,16,62,0,35,33,81,67,39,10,56,32,21,66,77,17,40,29,86,30,43,68,55,92,75,27,98,58,93,78,90,63,54,95,37,38,80,41,6,18,89,99,74,84,48,88,85,60,12,9,64,20,79,59,49,14,46,5,2.31194e+07
71,91,44,45,15,73,97,24,52,34,42,8,3,36,69,83,7,2,13,28,47,72,82,87,22,94,31,57,1,26,25,76,70,65,11,96,50,51,53,19,61,23,4,16,62,0,35,33,81,67,39,10,56,32,21,66,77,17,40,29,86,30,43,68,55,92,75,27,98,58,93,78,90,63,54,95,37,38,80,41,6,18,89,99,74,84,48,88,85,60,12,9,64,20,79,59,49,14,46,5,2.31194e+07
71,91,44,45,15,73,97,24,52,34,42,8,3,36,69,83,7,2,13,28,47,72,82,87,22,94,31,57,1,26,25,76,70,65,11,96,50,51,53,19,61,23,4,16,62,0,35,33,81,67,39,10,56,32,21,66,77,17,40,29,86,30,43,68,55,92,75,27,98,58,93,78,90,63,54,95,37,38,80,41,6,18,89,99,74,84,48,88,85,60,12,9,64,20,79,59,49,14,46,5,2.31194e+07
71,91,44,45,15,73,97,24,52,34,42,8,3,36,69,83,7,2,13,28,47,72,82,87,22,94,31,57,1,26,25,76,70,65,11,96,50,51,53,19,61,23,4,16,62,0,35,33,81,67,39,10,56,32,21,66,77,17,40,29,86,30,43,68,55,92,75,27,98,58,93,78,90,63,54,95,37,38,80,41,6,18,89,99,74,84,48,88,85,60,12,9,64,20,79,59,49,14,46,5,2.31194e+07
2,48,18,82,0,63,84,45,8,13,47,1,74,30,67,80,73,83,53,24,29,79,81,70,22,25,3,16,92,39,72,14,65,98,89,26,15,27,49,38,58,99,51,94,50,21,7,59,5,60,20,76,11,88,75,37,69,10,41,46,66,97,52,78,19,44,77,43,85,68,64,12,56,35,31,36,23,28,6,95,57,42,4,34,55,71,33,54,86,96,62,40,91,17,87,32,9,93,90,61,2.31007e+07
2,48,18,82,0,63,84,45,8,13,47,1,74,30,67,80,73,83,53,24,29,79,81,70,22,25,3,16,92,39,72,14,65,98,89,26,15,27,49,38,58,99,51,94,50,21,7,59,5,60,20,76,11,88,75,37,69,10,41,46,66,97,52,78,19,44,77,43,85,68,64,12,56,35,31,36,23,28,6,95,57,42,4,34,55,71,33,54,86,96,62,40,91,17,87,32,9,93,90,61,2.31007e+07
71,91,44,45,15,73,97,24,52,34,42,8,3,36,69,83,7,2,13,28,47,72,82,87,22,94,31,57,1,26,25,76,70,65,11,96,50,59,53,19,61,23,4,16,62,0,35,33,81,67,39,10,56,32,21,66,77,79,40,29,86,30,43,68,55,92,75,27,98,58,93,78,90,63,54,84,37,38,80,41,6,18,89,99,74,60,48,88,85,95,12,9,64,20,17,51,49,14,46,5,2.30693e+07
71,91,44,45,15,73,97,24,52,34,42,8,3,36,69,83,7,2,13,28,47,72,82,87,22,94,31,57,1,26,25,76,70,65,11,96,50,59,53,19,61,23,4,16,62,0,35,33,81,67,39,10,56,32,21,66,77,79,40,29,86,30,43,68,55,92,75,27,98,58,93,78,90,63,54,84,37,38,80,41,6,18,89,99,74,60,48,88,85,95,12,9,64,20,17,51,49,14,46,5,2.30693e+07
71,91,44,45,15,73,97,24,52,34,42,8,3,36,69,83,7,2,13,28,47,72,82,87,22,94,31,57,1,26,25,76,70,65,11,96,50,59,53,19,61,23,4,16,62,0,35,33,81,67,39,10,56,32,21,66,77,79,40,29,86,30,43,68,55,92,75,27,98,58,93,78,90,63,54,84,37,38,80,41,6,18,89,99,74,60,48,88,85,95,12,9,64,20,17,51,49,14,46,5,2.30693e+07
71,91,44,45,15,73,97,24,20,34,42,8,3,36,69,83,7,2,13,28,47,72,82,87,22,94,31,57,1,26,25,76,70,65,11,96,50,59,53,19,61,23,4,16,62,0,35,33,81,67,39,10,56,32,21,66,77,79,40,29,86,52,43,68,55,92,75,27,98,58,93,78,90,63,54,84,37,38,80,41,6,18,89,99,74,60,48,88,85,95,12,9,64,30,17,51,49,14,46,5,2.30072e+07
71,91,44,45,15,73,97,24,20,34,42,8,3,36,69,83,7,2,13,28,47,72,82,87,22,94,31,57,1,26,25,76,70,65,11,96,50,59,53,19,61,23,4,16,62,0,35,33,81,67,39,10,56,32,21,66,77,79,40,29,86,52,43,68,55,92,75,27,98,58,93,78,90,63,54,84,37,38,80,41,6,18,89,99,74,60,48,88,85,95,12,9,64,30,17,51,49,14,46,5,2.30072e+07
71,91,44,45,15,73,97,24,20,34,42,8,3,36,69,83,7,2,13,28,47,72,82,87,22,94,31,57,1,26,25,76,70,65,11,96,50,59,53,19,61,23,4,16,62,0,35,33,81,67,39,10,56,32,21,66,77,79,40,29,86,52,43,68,55,92,75,27,98,58,93,78,90,63,54,84,37,38,80,41,6,18,89,99,74,60,48,88,85,95,12,9,64,30,17,51,49,14,46,5,2.30072e+07
71,91,44,45,15,73,97,24,20,34,42,8,3,36,69,83,7,2,13,28,47,72,82,87,22,94,31,57,1,26,25,76,70,65,14,96,50,59,53,19,61,23,4,16,62,0,35,33,81,67,39,10,56,32,21,66,77,79,40,29,86,52,43,68,55,92,11,27,98,58,93,78,90,63,54,84,37,38,80,41,6,18,89,99,74,60,48,88,85,95,12,9,64,30,17,51,49,75,46,5,2.29739e+07
71,91,44,45,15,73,97,24,20,34,42,8,3,36,69,83,7,2,13,28,47,72,82,87,22,94,31,57,1,26,25,76,70,65,14,96,50,59,53,19,61,23,4,16,62,0,35,33,81,67,39,10,56,32,21,66,77,79,40,29,86,52,43,68,55,92,11,27,98,58,93,78,90,63,54,84,37,38,80,41,6,18,89,99,74,60,48,88,85,95,12,9,64,30,17,51,49,75,46,5,2.29739e+07
71,91,44,45,15,73,97,24,20,34,42,8,3,36,69,83,7,2,13,28,47,72,82,87,22,94,31,57,1,26,25,76,70,65,14,96,50,59,53,19,61,23,4,16,62,0,35,33,81,67,39,10,56,32,21,66,77,79,40,29,86,52,43,68,55,92,11,27,98,58,93,78,90,63,54,84,37,38,80,41,6,18,89,99,74,60,48,88,85,95,12,9,64,30,17,51,49,75,46,5,2.29739e+07
71,91,44,45,15,73,97,24,20,34,42,8,3,36,69,83,7,2,13,28,47,72,82,87,22,94,31,57,1,26,25,76,70,65,14,96,50,59,53,19,61,23,4,16,62,0,35,33,81,67,39,10,56,32,21,66,77,79,40,29,86,52,43,68,55,92,11,27,98,58,93,78,90,63,54,84,37,38,80,41,6,18,89,99,74,60,48,88,85,95,12,9,64,30,17,51,49,75,46,5,2.29739e+07
71,91,44,45,15,73,97,24,20,34,42,8,3,36,69,83,7,2,13,28,47,72,82,87,22,94,31,57,1,26,25,76,70,65,14,96,50,59,53,19,61,23,4,16,62,0,35,33,81,67,39,10,56,32,21,66,77,79,40,29,86,52,43,68,55,92,11,27,98,58,93,78,90,63,54,84,37,38,80,41,6,18,89,99,74,60,48,88,85,95,12,9,64,30,17,51,49,75,46,5,2.29739e+07
71,91,44,45,15,73,97,24,20,34,42,8,3,36,69,83,7,2,13,28,47,72,82,87,22,94,31,57,1,26,25,76,70,65,14,96,50,59,53,19,61,23,4,16,62,0,35,33,81,67,39,10,56,32,21,66,77,79,40,29,86,52,43,68,55,92,11,27,98,58,93,78,90,63,54,84,37,38,80,41,6,18,89,99,74,60,48,88,85,95,12,9,64,30,17,51,49,75,46,5,2.29739e+07
71,91,44,45,15,73,97,24,20,34,42,8,3,36,69,83,7,2,13,28,47,72,82,87,22,94,31,57,1,26,25,76,70,65,14,96,50,59,53,19,61,23,4,16,62,0,35,33,81,67,39,10,56,32,21,66,77,79,40,29,86,52,43,68,55,92,11,27,98,58,93,78,90,63,54,84,37,38,80,41,6,18,89,99,74,60,48,88,85,95,12,9,64,30,17,51,49,75,46,5,2.29739e+07
71,91,44,45,15,73,97,24,20,34,42,8,3,36,69,83,7,2,13,28,47,72,82,87,22,94,31,57,1,26,25,76,70,65,14,96,50,11,53,19,61,23,4,16,62,0,35,33,81,67,39,10,56,32,21,66,77,79,40,29,86,52,43,68,55,92,98,27,59,58,93,78,90,63,54,84,37,38,80,41,6,18,89,99,74,60,48,88,85,95,12,9,64,30,17,51,49,75,46,5,2.29601e+07
71,91,44,45,15,73,97,24,20,34,42,8,3,36,69,83,7,2,13,28,47,72,82,87,22,94,31,57,1,26,25,76,70,65,14,96,50,11,53,19,61,23,4,16,62,0,35,33,81,67,39,10,56,32,21,66,77,79,40,29,86,52,43,68,55,92,98,27,59,58,93,78,90,63,54,84,37,38,80,41,6,18,89,99,74,60,48,88,85,95,12,9,64,30,17,51,49,75,46,5,2.29601e+07
71,91,44,45,15,73,97,24,20,34,42,8,3,36,69,83,7,2,13,28,47,72,82,87,22,94,31,57,1,26,25,76,70,65,14,96,50,11,53,19,61,23,4,16,62,0,35,33,81,67,39,10,56,32,21,66,77,79,40,29,86,52,43,68,55,92,98,27,59,58,93,78,90,63,54,84,37,38,80,41,6,18,89,99,74,60,48,88,85,95,12,9,64,30,17,51,49,75,46,5,2.29601e+07
71,91,44,45,15,73,97,24,20,34,42,8,3,36,69,83,7,2,13,28,47,72,82,87,22,94,31,57,1,26,25,76,70,65,14,96,50,11,53,19,61,23,4,16,62,0,35,33,81,67,39,10,56,32,21,66,77,79,40,29,86,52,43,68,55,92,98,27,59,58,93,78,90,63,54,84,37,38,80,41,6,18,89,99,74,60,48,88,85,95,12,9,64,30,17,51,49,75,46,5,2.29601e+07
71,91,44,45,15,73,97,24,20,34,42,8,3,36,69,83,7,2,13,28,47,72,82,87,22,94,31,57,1,26,25,76,70,65,14,96,50,11,53,19,61,23,4,16,62,0,35,33,81,67,39,10,56,32,21,66,77,79,40,29,86,52,43,68,55,92,98,27,59,58,93,78,90,63,54,84,37,38,80,41,6,18,89,99,74,60,48,88,85,95,12,9,64,30,17,51,49,75,46,5,2.29601e+07
52,92,14,54,10,1,96,94,67,5,18,40,12,99,22,65,37,47,45,13,32,78,90,55,16,38,53,88,97,27,49,23,60,57,28,69,30,17,8,42,91,6,58,29,34,41,21,98,7,63,20,61,35,0,66,43,3,39,95,87,83,25,72,86,50,36,80,26,62,82,81,74,2,48,59,56,15,73,4,64,33,85,77,46,68,9,70,24,11,31,19,76,84,44,89,51,75,71,79,93,2.29516e+07
52,92,14,54,10,1,96,94,67,5,18,40,12,99,22,65,37,47,45,13,32,78,90,55,16,38,53,88,97,27,49,23,60,57,28,69,30,17,8,42,91,6,72,29,34,41,21,98,58,63,20,61,35,0,66,43,3,39,95,87,83,25,7,86,50,36,80,26,62,82,81,74,2,48,59,56,15,73,4,64,33,85,77,46,68,9,70,24,11,31,19,76,84,44,89,51,75,71,79,93,2.29285e+07
71,91,44,45,15,73,97,24,20,34,42,8,3,36,69,83,7,2,13,28,47,72,82,87,22,94,31,57,1,26,25,76,35,65,14,96,50,11,53,19,61,23,4,16,62,0,70,33,81,67,39,10,56,32,21,66,77,79,40,29,86,52,43,68,74,92,98,27,59,58,93,78,90,63,54,84,37,38,80,41,6,18,89,99,55,60,48,88,85,95,12,9,64,30,17,51,49,75,46,5,2.29122e+07
71,91,44,45,15,73,97,24,20,34,42,8,3,36,69,83,7,2,13,28,47,72,82,87,22,94,31,57,1,26,25,76,35,65,14,96,50,11,53,19,61,23,4,16,62,0,70,33,81,67,39,10,56,32,21,66,77,79,40,29,86,52,43,68,74,92,98,27,59,58,93,78,90,63,54,84,37,38,80,41,6,18,89,99,55,60,48,88,85,95,12,9,64,30,17,51,49,75,46,5,2.29122e+07
52,92,14,54,10,1,96,94,67,5,18,40,12,99,22,65,37,47,45,13,32,78,90,16,66,38,53,88,97,27,49,23,60,57,28,69,30,17,8,42,91,6,72,29,34,41,21,98,58,63,20,61,35,0,55,43,3,39,95,87,83,25,7,86,50,36,80,26,62,82,81,74,2,48,59,56,15,73,4,64,33,85,77,46,68,9,70,24,11,31,19,76,84,44,89,51,75,71,79,93,2.28999e+07
52,92,14,54,10,1,96,94,67,5,18,40,12,99,22,65,37,47,45,13,32,78,90,16,66,38,53,88,97,27,49,23,60,57,83,69,30,17,8,42,91,6,72,29,34,41,21,98,58,63,20,61,35,0,55,43,3,39,95,87,77,25,7,86,50,36,80,26,62,82,81,74,2,48,59,56,15,73,4,64,33,85,28,46,68,9,70,24,11,31,19,76,84,44,89,51,75,71,79,93,2.28734e+07
52,92,14,54,10,1,96,94,67,5,18,40,12,99,22,65,37,47,45,13,32,78,90,16,66,38,53,88,97,27,49,23,60,57,83,69,30,17,8,42,91,6,72,29,34,41,21,98,58,63,20,61,35,0,55,43,3,39,95,87,77,25,7,86,50,36,80,26,62,82,81,74,2,48,59,56,15,73,4,64,33,85,28,46,68,9,70,24,11,31,19,76,84,44,89,51,75,71,79,93,2.28734e+07
52,92,14,54,10,1,96,94,67,5,18,40,12,99,22,65,37,47,45,13,32,78,90,16,66,38,53,88,97,27,49,23,60,57,83,69,30,17,8,42,91,6,72,29,34,41,21,98,58,63,20,61,35,0,55,43,3,39,95,87,77,25,7,86,50,36,80,26,62,82,81,74,2,48,59,56,15,73,4,64,33,85,28,46,68,9,70,24,11,31,19,76,84,44,89,51,75,71,79,93,2.28734e+07
52,92,14,54,10,1,96,94,67,5,18,40,12,99,22,65,37,47,45,13,32,78,90,16,66,38,53,88,97,27,49,23,60,57,83,69,30,17,8,42,91,6,72,29,34,41,21,98,58,63,20,61,35,0,55,43,3,39,95,87,77,25,7,86,50,36,80,26,62,82,81,74,2,48,59,56,15,73,4,64,33,85,28,46,68,9,70,24,11,31,19,76,84,44,89,51,75,71,79,93,2.28734e+07
52,92,14,54,10,1,96,94,67,5,18,40,12,99,22,65,37,47,45,13,32,78,90,16,66,38,53,88,97,27,49,23,60,57,83,69,30,17,8,42,91,6,72,29,34,41,21,98,58,63,20,61,35,0,55,43,3,39,95,87,77,25,7,86,50,36,80,26,62,82,81,74,2,48,59,56,15,73,4,64,33,85,28,46,68,9,70,24,11,31,19,76,84,44,89,51,75,71,79,93,2.28734e+07
52,92,14,54,10,1,96,94,67,5,18,40,12,99,22,65,37,47,45,13,32,78,90,16,66,38,53,88,97,27,49,23,50,57,83,69,30,17,8,42,91,6,72,29,34,41,21,98,58,63,20,61,35,0,55,43,3,39,95,87,77,25,7,86,28,36,80,26,62,82,81,74,2,48,59,56,15,73,4,64,33,85,60,46,68,9,70,24,11,31,19,76,84,44,89,51,75,71,79,93,2.28533e+07
52,92,14,54,10,1,96,94,67,5,18,40,12,55,22,65,37,47,45,13,32,78,90,16,66,38,53,88,97,27,49,23,50,57,83,69,30,17,8,42,91,6,72,29,34,41,21,98,58,63,20,61,35,0,39,43,3,99,95,87,77,25,7,86,28,36,80,26,62,82,81,74,2,48,59,56,15,73,4,64,33,85,60,46,68,9,70,24,11,31,19,76,84,44,89,51,75,71,79,93,2.2817e+07
52,92,14,54,10,1,96,94,67,5,18,40,12,55,22,65,37,47,45,13,32,78,90,16,66,38,53,88,97,27,49,23,50,57,83,69,30,17,8,42,91,6,72,29,34,41,21,98,58,63,20,61,35,0,39,43,3,99,95,87,77,25,7,86,28,36,80,26,62,82,81,74,2,48,59,56,15,73,4,64,33,85,60,46,68,9,70,24,11,31,19,76,84,44,89,51,75,71,79,93,2.2817e+07
52,92,14,54,10,1,96,94,67,5,18,40,12,55,22,65,37,47,45,13,32,78,90,16,66,38,53,88,97,27,49,23,50,57,83,69,30,17,8,42,91,6,72,29,34,41,21,98,58,63,20,61,35,0,39,43,3,99,95,87,77,25,7,86,28,36,80,26,62,82,81,74,2,48,59,56,15,73,4,64,33,85,60,46,68,9,70,24,11,31,19,76,84,44,89,51,75,71,79,93,2.2817e+07
52,92,14,54,10,1,96,94,67,5,18,40,12,55,22,65,37,47,45,13,32,78,90,16,66,38,53,88,97,27,49,23,50,57,83,69,30,17,8,42,91,6,72,29,34,41,21,98,58,63,20,61,35,0,39,43,3,99,95,87,77,25,7,86,28,36,80,26,62,82,81,74,2,48,59,56,15,73,4,64,33,85,60,46,68,9,70,24,11,31,19,76,84,44,89,51,75,71,79,93,2.2817e+07
52,92,14,54,10,1,96,94,67,5,18,40,12,55,22,65,37,47,45,13,32,78,90,16,66,38,53,88,97,27,49,23,50,57,83,69,30,17,8,42,91,6,72,29,34,41,21,98,58,63,20,61,35,0,39,43,3,99,95,87,77,25,7,86,28,36,80,26,62,82,81,74,2,48,59,56,15,73,4,64,33,85,60,46,68,9,70,24,11,31,19,76,84,44,89,51,75,71,79,93,2.2817e+07
52,92,14,54,10,1,96,94,67,5,18,40,12,55,22,65,37,47,45,13,32,78,90,16,66,38,53,88,97,27,49,23,50,57,83,69,30,17,8,42,91,6,72,29,34,41,21,98,58,63,20,61,35,0,39,43,3,99,95,87,77,25,7,86,28,36,80,26,62,82,81,74,2,48,59,56,15,73,4,64,33,85,60,46,68,9,70,24,11,31,19,76,84,44,89,51,75,71,79,93,2.2817e+07
52,92,14,54,10,1,96,94,67,5,18,40,12,55,22,65,37,47,45,13,32,78,90,16,66,38,53,88,97,27,49,23,50,57,83,69,30,17,8,42,91,6,72,29,34,41,21,98,58,63,20,61,35,0,39,43,3,99,95,87,77,25,7,86,28,36,80,26,62,82,81,74,2,48,59,56,15,73,4,64,33,85,60,46,68,9,70,24,11,31,19,76,84,44,89,51,75,71,79,93,2.2817e+07
52,92,14,54,10,1,96,94,67,5,18,40,12,55,22,65,37,47,45,13,32,78,90,16,66,38,53,88,97,27,49,23,50,57,83,69,30,17,8,42,91,6,72,29,34,41,21,98,58,63,20,61,35,0,39,43,3,99,95,87,77,25,7,86,28,36,80,26,62,82,81,74,2,48,59,56,15,73,4,64,33,85,60,46,68,9,70,24,11,31,19,76,84,44,89,51,75,71,79,93,2.2817e+07
